,Cement Amount  (kg/m³),Cement type	,Cement Grade (Mpa),Silica Fume (kg/m³),Flayash Amount   (kg/m³),Fly Ash Type ,Limestone Powder  (kg/m3),Quartzpowder (kg/m3),Glass powder (kg/m3),Rice husk ash (kg/m3),Metakaolin (kg/m³),GGBFS  (kg/m³),Slag Amount   (kg/m³),Type of Slag ,Nano-CaCO3 (kg/m3),Nano-Al2O3 (kg/m3),Nano-TiO2 (kg/m3),Nano Silica (kg/m3),Filler (kg/m³),Type of Filler ,Amount  (kg/m³),Sand Type,Max Size (mm),Type of Fiber ,Amount / Quantity of Fiber ,Length (mm),Diameter (mm),Tensile Strength (MPa),"Nominal Young’s modulus, Gpa",Type of Fiber ,Amount / Quantity of Fiber ,Length (mm),Diameter (mm),Tensile Strength (MPa),"Nominal Young’s modulus, Gpa",Amount  (kg/m³),Type of Superplasticizer,Amount  (kg/m³),,,,,,,,Specimen ,Testing Standard ,1-day ,3-Day,7-Day,14-Day,21 days ,28-Day,56-Day,90-Day,Testing Standard ,Elastic Modulus (Gpa),Testing Standards ,Split Tensile Strength (Mpa),first-cracking strength (MPa),Direct Tensile Strength (Mpa),Peak tensile strain (%),Tensile Elastic Modulus (GPa),Strain capacity (%) ,Specimens ,Testing Standard ,LOP (Mpa), MOR (MPa),Peak Strength (MPa),"Residual 
Strength (f600)
 (MPa)","Residual 
Strength (f150)
 (MPa)","Toughness
 (J)",Testing Standards ,Air Content %,Air Void %,Porosity ,Testing Standards ,Water absorption (%),Testing Standards ,28-day Shrinkage (µstrain),56-day Shrinkage (µstrain),Testing Standards ,Cycles ,Testing Standards ,Total Charge Passed (Coulombs),Testing Standards ,Surface Resistivity (k?-mm),,,,
UHPC-2,751.92,White cement,,187.98,182.64,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1128.48,Locally available sand,1.20,,,,,,,,,,,,,180.46176,,27.278,Standard curing ,20,,,ASTM C230/C230M,,264.16,Cylinder 150 x 300,,,,,,,166.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHPC-3,744.81,White cement,,186.20,180.87,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1117.21,Locally available sand,1.20,,,,,,,,,,,,,171.30584,,26.685,Standard curing ,20,,,ASTM C230/C230M,,287.02,Cylinder 150 x 300,,,,,,,161.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHPC-4,740.06,White cement,,185.02,179.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1109.50,Locally available sand,1.20,,,,,,,,,,,,,170.21472,,26.685,Standard curing ,20,,,ASTM C230/C230M,,314.96,Cylinder 150 x 300,,,,,,,199.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHPC-5,777.42,White cement,,194.50,188.57,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1165.84,Locally available sand,1.20,,,,,,,,,,,,,178.80729,,27.871,Standard curing ,20,,,ASTM C230/C230M,,274.32,Cylinder 150 x 300,,,,,,,181.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHPC-6,757.85,White cement,,189.76,183.83,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1136.78,Locally available sand,1.20,,,,,,,,,,,,,166.72788,,27.278,Standard curing ,20,,,ASTM C230/C230M,,264.16,Cylinder 150 x 300,,,,,,,155.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHPC-7,744.81,White cement,,186.20,180.87,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1117.21,Locally available sand,1.20,,,,,,,,,,,,,171.30584,,26.685,Standard curing ,20,,,ASTM C230/C230M,,276.86,Cylinder 150 x 300,,,,,,,159.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-ECC-Reference,800.00,PO 52.5R,52.50,150.00,0.00,,0.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,silica sand,0.18, PE fiber,19.40,18.00,0.024,2400.000,100.00,,,,,,,230,polycarboxylate superplasticizer,25,Normal Curing ,,,,,,,50 x 50 x 50 ,,,,,,,143.00,,,,,JSCE ,,8.00,15.70,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,China,"Long-term stable and sustainable high-strength engineered cementitious composite incorporating limestone powder 

https://doi.org/10.1016/j.istruc.2022.10.008",2022,Ref-146-Research
HS-ECC-LP-12.5%,700.00,PO 52.5R,52.50,150.00,0.00,,90.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,silica sand,0.18, PE fiber,19.40,18.00,0.024,2400.000,100.00,,,,,,,230,polycarboxylate superplasticizer,20,Normal Curing ,,,,,,,50 x 50 x 50 ,,,,,,,141.00,,,,,JSCE ,,8.10,16.50,,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-ECC-LP-25%,600.00,PO 52.5R,52.50,150.00,0.00,,180.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,silica sand,0.18, PE fiber,19.40,18.00,0.024,2400.000,100.00,,,,,,,230,polycarboxylate superplasticizer,16,Normal Curing ,,,,,,,50 x 50 x 50 ,,,,,,,138.00,,,,,JSCE ,,7.90,16.05,,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS-ECC-LP-50%,400.00,PO 52.5R,52.50,150.00,0.00,,360.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,silica sand,0.18, PE fiber,19.40,18.00,0.024,2400.000,100.00,,,,,,,230,polycarboxylate superplasticizer,12,Normal Curing ,,,,,,,50 x 50 x 50 ,,,,,,,131.00,,,,,JSCE ,,7.90,14.30,,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-S0-LP0,900.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1095.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,190,50 x 50 x 50 ,ASTM C109,,,130,,,147,,,,,,,,,,,,75×100x 400,ASTM C1609,,15.8,16.90,16.40,10.90,107.00,,,,,,,,,,,,,,,,USA,"Incorporating Limestone Powder 
and Ground Granulated Blast Furnace Slag 
in Ultra-high Performance Concrete to Enhance 
Sustainability

https://link.springer.com/article/10.1186/s40069-024-00723-7",2024,Ref-147-Research
C-S0-LP10,810.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,90.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,973.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,235,50 x 50 x 50 ,ASTM C109,,,122,,,145,,,,,,,,,,,,75×100x 400,ASTM C1609,,15,15.70,15.30,9.80,105.00,,,,,,,,,,,,,,,,,,,
C-S0-LP15,765.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,135.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,920.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,240,50 x 50 x 50 ,ASTM C109,,,119,,,143,,,,,,,,,,,,75×100x 400,ASTM C1609,,14.3,15.60,15.20,9.50,100.00,,,,,,,,,,,,,,,,,,,
C-S0-LP20,720.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,180.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,864.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,250,50 x 50 x 50 ,ASTM C109,,,116,,,139,,,,,,,,,,,,75×100x 400,ASTM C1609,,12,12.40,11.80,7.20,83.00,,,,,,,,,,,,,,,,,,,
C-S25-LP0,675.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,0.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1080.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,185,50 x 50 x 50 ,ASTM C109,,,122,,,144,,,,,,,,,,,,75×100x 400,ASTM C1609,,15.8,16.10,15.60,10.60,111.00,,,,,,,,,,,,,,,,,,,
C-S25-LP10,608.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,68.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,985.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,230,50 x 50 x 50 ,ASTM C109,,,119,,,143,,,,,,,,,,,,75×100x 400,ASTM C1609,,14.5,14.90,14.50,9.00,89.00,,,,,,,,,,,,,,,,,,,
C-S25-LP15,574.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,101.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,944.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,240,50 x 50 x 50 ,ASTM C109,,,117,,,139,,,,,,,,,,,,75×100x 400,ASTM C1609,,14.2,14.00,12.80,8.20,87.00,,,,,,,,,,,,,,,,,,,
C-S25-LP20,540.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,135.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,903.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Normal Curing ,,,,ASTM C1437,,250,50 x 50 x 50 ,ASTM C109,,,114,,,138,,,,,,,,,,,,75×100x 400,ASTM C1609,,12,12.20,11.50,6.80,80.00,,,,,,,,,,,,,,,,,,,
C-S0-LP0,900.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1095.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,164,,,171,,,,,,,,,,,,75×100x 400,ASTM C1609,,14,16.10,15.60,10.50,122.00,,,,,,,,,,,,,,,,,,,
C-S0-LP10,810.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,90.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,973.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,157,,,168,,,,,,,,,,,,75×100x 400,ASTM C1609,,13.5,16.00,14.50,9.50,110.00,,,,,,,,,,,,,,,,,,,
C-S0-LP15,765.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,135.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,920.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,152,,,161,,,,,,,,,,,,75×100x 400,ASTM C1609,,12.5,15.80,14.30,9.30,104.00,,,,,,,,,,,,,,,,,,,
C-S0-LP20,720.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,180.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,864.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,146,,,154,,,,,,,,,,,,75×100x 400,ASTM C1609,,11,12.00,12.50,7.80,94.00,,,,,,,,,,,,,,,,,,,
C-S25-LP0,675.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,0.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,1080.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,155,,,166,,,,,,,,,,,,75×100x 400,ASTM C1609,,14,15.60,14.20,9.10,110.00,,,,,,,,,,,,,,,,,,,
C-S25-LP10,608.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,68.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,985.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,153,,,162,,,,,,,,,,,,75×100x 400,ASTM C1609,,13,15.20,13.95,8.10,90.00,,,,,,,,,,,,,,,,,,,
C-S25-LP15,574.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,101.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,944.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5,Warm bath curing,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,150,,,157,,,,,,,,,,,,75×100x 400,ASTM C1609,,12,14.30,12.70,8.60,90.00,,,,,,,,,,,,,,,,,,,
C-S25-LP20,540.00,Type I/II ordinary portland cement (OPC) ,,69.00,103.00,Class C,135.00,0.00,0.00,0.00,0.00,225.00,0.00,,0.00,0.00,0.00,0.00,0.00,,903.00,Locally available sand,4.75,Straight Steel Fibers ,120,13.00,0.200,,,,,,,,,160,polycarboxylate-based HRWRA,44.5, Warm Bath Curing   ,90.00,,,,,,50 x 50 x 50 ,ASTM C109,,,139,,,149,,,,,,,,,,,,75×100x 400,ASTM C1609,,10.8,11.80,11.00,7.80,82.00,,,,,,,,,,,,,,,,,,,
E-0,898.91,Portland cement CEM-52.5,52.50,90.99,451.20,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,451.00,silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,275,superplasticizer (SP),20,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,70.00,,,101.00,,,,, JSCE standard,,6.13,8.63,,23.54,3.29,,,,,,,,,,,,,,,,,,,,,,,,China,"Mechanical properties of sustainable high strength ECC with 
substitution of cement by limestone powder 

https://doi.org/10.1016/j.cscm.2023.e02434",2023,Ref-148-Research
E-20-500,719.13,Portland cement CEM-52.5,52.50,90.99,451.20,F,179.78,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,451.00,silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,275,superplasticizer (SP),20,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,68.00,,,88.00,,,,, JSCE standard,,4.49,9.66,,20.30,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-40-500,539.35,Portland cement CEM-52.5,52.50,90.99,451.20,F,359.56,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,451.00,silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,275,superplasticizer (SP),20,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,59.00,,,84.00,,,,, JSCE standard,,4.45,7.78,,18.66,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-40-3000,539.35,Portland cement CEM-52.5,52.50,90.99,451.20,F,359.56,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,451.00,silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,275,superplasticizer (SP),20,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,64.00,,,91.00,,,,, JSCE standard,,6.01,11.51,,22.32,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-C,718.00,CEM I-52.5 Portland cement,52.50,128.00,574.00, Class F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,429.00,Silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,290,polycarboxylate superplasticizer,25,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,49.00,,,83.00,,,,,JSCE ,,6.36,9.73,,20.40,4.16,,,,,,,,,,,,14.97,,,,,,,,,,,,Singapore,"Sustainable high strength, high ductility engineered cementitious 
composites (ECC) with substitution of cement by rice husk ash

https://doi.org/10.1016/j.jclepro.2021.128379",2021,Ref-149-Research
M-15,610.00,CEM I-52.5 Portland cement,52.50,128.00,574.00, Class F,0.00,0.00,0.00,68.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,429.00,Silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,290,polycarboxylate superplasticizer,30,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,51.00,,,94.67,,,,,JSCE ,,6.13,9.24,,19.80,5.88,,,,,,,,,,,,21.94,,,,,,,,,,,,,,,
M-25,538.00,CEM I-52.5 Portland cement,52.50,128.00,574.00, Class F,0.00,0.00,0.00,114.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,429.00,Silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,290,polycarboxylate superplasticizer,30,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,47.00,,,111.3,,,,,JSCE ,,5.84,8.22,,18.20,8.24,,,,,,,,,,,,22.08,,,,,,,,,,,,,,,
M-40,430.00,CEM I-52.5 Portland cement,52.50,128.00,574.00, Class F,0.00,0.00,0.00,182.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,429.00,Silica sand,0.15,PE Fiber ,20,18.00,0.026,3000.000,120.00,,,,,,,290,polycarboxylate superplasticizer,30,Air Cured ,25.00,55.00,,,,,50.8 x50.8 50.8,ASTM C109,,,39.00,,,90.42,,,,,JSCE ,,4.30,7.68,,17.20,10.15,,,,,,,,,,,,25.89,,,,,,,,,,,,,,,
0.14-18-20-2%,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,20,18.00,0.020,2800.000,120.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,,,JSCE ,,12.10,17.80,,,8.49,,,,,,,,,,,,,,,,,,,,,,,,China,"Performance-based design of all-grade strain hardening cementitious
composites with compressive strengths from 40 MPa to 120 Mpa

https://doi.org/10.1016/j.cemconcomp.2019.01.001",2019,Ref-150-Research
0.14-18-24-2%,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,20,18.00,0.024,2400.000,100.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,,,JSCE ,,10.50,16.50,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14-12-24-2%,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,20,12.00,0.024,2400.000,100.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,,,JSCE ,,9.50,12.10,,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14-18-20-1%,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,10,18.00,0.020,2800.000,120.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,,,JSCE ,,8.20,10.70,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14-18-24-1%,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,10,18.00,0.024,2400.000,100.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,,,JSCE ,,8.20,10.30,,,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-18-20-2%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,20,18.00,0.020,2800.000,120.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,7.70,14.80,,,10.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-18-24-2%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,20,18.00,0.024,2400.000,100.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,8.80,13.20,,,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-12-24-2%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,20,12.00,0.024,2400.000,100.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,5.60,11.40,,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-18-24-1%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,10,18.00,0.020,2800.000,120.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,4.50,8.40,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-12-24-1%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,10,18.00,0.024,2400.000,100.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,4.70,8.10,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16-12-24-1%,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,10,12.00,0.024,2400.000,100.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,,,JSCE ,,4.10,7.50,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14,700.00,"Portland cement
(OPC) 52.5R",52.50,150.00,0.00,,100.00,0.00,0.00,0.00,0.00,750.00,0.00,,0.00,0.00,0.00,0.00,0.00,,500.00,Silica sand,0.30,PE Fiber ,20,18.00,0.024,2400.000,100.00,,,,,,,230," polycarboxylate-based high-range water reducer
(HRWR)",25,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,115.00,,,ASTM C469-94,35.00,JSCE ,,,16.46,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,China,"Basic mechanical properties of ultra-high ductility cementitious composites:From 40 MPa to 120 Mpa 

https://doi.org/10.1016/j.compstruct.2017.11.034",2017,Ref-151-Research
0.16,687.00,"Portland cement
(OPC) 52.5R",52.50,144.00,0.00,,96.00,0.00,0.00,0.00,0.00,736.00,0.00,,0.00,0.00,0.00,0.00,0.00,,485.00,Silica sand,0.30,PE Fiber ,20,18.00,0.024,2400.000,100.00,,,,,,,267," polycarboxylate-based high-range water reducer
(HRWR)",20,Normal Curing ,,,,,,,CYLINDER 100 X 200,ASTM C469-94,,,,,,94.00,,,ASTM C469-94,31.50,JSCE ,,,13.21,,,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-P2.0S1.0,1126.00,Type I 52.5 N Portland cement,52.50,282.00,0.00,,0.00,141.00,0.00,0.00,0.00,141.00,0.00,,0.00,0.00,0.00,0.00,0.00,,422.00,Silica sand,0.50,Straight Steel Fibers ,78.00,13.00,0.200,2000.000,210.00,PE ,19.40,12.00,0.02,3000.00,100.00,245.00,Polycarboxylate ether superplasticizer,23.00,Standard Curing ,22.00,,,ASTM C1437,,129.00,50 x 50 x 50 ,ASTM C109/C109 M,,,,,,210.60,,, ASTM C469/C469 M,52.50,JSCE ,,,16.10,,,5.20,,,,,,,,,,,,,,,,,,,,,,,,China,"Engineered/strain-hardening cementitious composites (ECC/SHCC) with an ultra-high compressive strength over 210 MPa 

https://doi.org/10.1016/j.coco.2021.100775",2021,Ref-152-Research
