Mix Constitutents | Binder | Cement Amount (kg/m³),Mix Constitutents | Binder | Cement type,Mix Constitutents | Binder | Cement Grade (Mpa),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Silica Fume (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Flayash Amount (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Limestone Powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Quartzpowder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Glass powder (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Rice husk ash (kg/m3),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Metakaolin (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | GGBFS (kg/m³),Mix Constitutents | Supplementary Cementitious Materials (SCMs) | Slag Amount (kg/m³),Mix Constitutents | Nano Particles | Nano-CaCO3 (kg/m3),Mix Constitutents | Nano Particles | Nano-Al2O3 (kg/m3),Mix Constitutents | Nano Particles | Nano-TiO2 (kg/m3),Mix Constitutents | Nano Particles | Nano Silica (kg/m3),Mix Constitutents | Sustainable Filler | Filler (kg/m³),Mix Constitutents | Sand | Amount (kg/m³),Mix Constitutents | Sand | Sand Type,Mix Constitutents | Sand | Max Size (mm),Mix Constitutents | Fiber | Type of Fiber,Mix Constitutents | Fiber | Amount / Quantity of Fiber,Mix Constitutents | Fiber | Length (mm),Mix Constitutents | Fiber | Diameter (mm),Mix Constitutents | Water | Amount (kg/m³),Mix Constitutents | Superplasticizer | Type of Superplasticizer,Mix Constitutents | Superplasticizer | Amount (kg/m³),Curing Regime | Curing,Curing Regime | Temperature (o C)
640.0,CEM I-type 42.5 R,42.5,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,Quartz Sand,,Hooked End Steel Fiber,145.0,8.0,0.2,135.0,HE 200 hyperplasticizer,37.5,Steam-Cured samples,65.0
1099.035,portland cement (TypeI),,63.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,Natural River Sand,2.36,not_applicable,0.0,,,232.6,HRWRA was carboxylate-based admixture,39.41,steam curing,90.0
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,Steel fiber,39.0,20.0,0.2,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
561.2,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.3,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Autoclave Curing,200.0
1200.0,ordinary Portland cement Type I cement,,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.37,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,241.5,polycarboxylic ether (PCE) based superplasticizer,20.7,Standard Curing,22.0
810.0,ordinary Portland cement,42.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,900.0,Quartz sand,1.25,Steel fiber,130.0,13.0,0.22,120.0,Polycarboxylate superplasticizer (SP),52.0,Heat curing,70.0
602.8,"Ordinary Portland Cement
(52.5)",52.5,25.1,0.0,269.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.8,Locally available sand,2.0,not_applicable,0.0,,,162.2,polycarboxylic ether based superplasticizer,44.9,Standard curing,21.0
374.7,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.8,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),24.3,Autoclave Curing,180.0
583.0,Type-1 ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,467.0,Natural River sand,,PVA,6.5,12.0,0.04,187.0,polycarboxylate-based high-range water reducer (HRWR),18.452105999999997,STANDARD Curing,23.0
850.0,Portland Cement of 53 grade,53.0,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,quartz sand,0.6,Steel Fibre,157.0,10.0,0.12,170.0,"High range water reducing
admixture",45.0,Heat Curing,160.0
608.0,Type I/II ordinary portland cement (OPC),,69.0,103.0,68.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,Locally available sand,4.75,Straight Steel Fibers,120.0,13.0,0.2,160.0,polycarboxylate-based HRWRA,44.5,Normal Curing,
664.0,Ordinary Portland cement (CEM-I 42.5-R),42.5,205.0,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0,Quartz Sand,3.0,Steel Fiber,234.0,6.0,0.15,151.0,"polycarboxylate-based
superplasticizer (SP)",35.0,Autoclave curing,210.0
900.0,Type I Ordinary Portland Cement,,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,quartz sand,,Straight Steel Fibers,47.1,13.0,0.2,163.0,polycarboxylic-based ether hyperplasticiser (Glenium 51®),40.0,Steam  Curing,90.0
465.7,"CEM I-52.5 R,",52.5,104.8,517.5,170.3,0.0,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,silica sand,0.6,PE fiber,19.4,12.0,0.026,250.0,superplasticizer (SP),18.2,Standard curing,23.0
900.0,Type I cement,,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,Fine dune sand,1.18,Straight Steel Fibers,157.0,13.0,0.22,163.0,MasterGlenium51_x0003_,40.0,Standard Curing,25.0
775.0,High sulfate-resistant cement (Type HS cement),,223.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,Quartz Sand,0.6,not_applicable,0.0,,,215.0,polycarboxylate (PCE)-based HRWRA,13.0,Standard Curing,23.0
1000.0,ordinary Portland cement Type I cement,,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.91,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,218.75,polycarboxylic ether (PCE) based superplasticizer,25.0,Standard Curing,22.0
756.0,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,Silica Sand,0.6,Straight Steel Fibers,74.0,10.0,0.15,190.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
897.2,"P.I 
52.5 Portland cement",52.5,269.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.724,Quartz Sand,1.7,Straight Steel Fibers,117.0,13.0,0.2,161.496,superplasticizer (SP) CX-8,22.43,steam cured,90.0
657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,not_applicable,,steel fibres,157.0,13.0,0.2,180.93,polycarboxylate-based,12.66,Curing  at 90 oC,90.0
570.194384449244,OPC 52.5,52.5,155.50755939524836,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,155.50755939524836,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
583.0,ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,Locally available sand,0.045,PVA,32.55,12.0,0.039,187.0,Polycarboxylate based Superplasticizer,9.5,STANDARD Curing,20.0
612.4,"Ordinary Portland Cement (OPC)
CEM I 52.5 R",52.5,43.7,0.0,262.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.4,Locally available sand,2.0,Steel Fiber,156.0,13.0,0.2,202.1,"polycarboxylic
ether based superplasticiser (BASF)",45.9,Standard Curing,21.0
636.0,High sulfate-resistant cement (Type HS cement),,221.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,quartz sand,0.6,not_applicable,0.0,,,173.0,PCE-based SP,42.5,Standard Normal Curing,23.0
600.0,Class 42.5 Ordinary Portland cement,42.5,100.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,850.0,Quartz sand,0.6,Steel fiber,156.0,13.0,0.22,160.0,polycarboxylate superplasticizer,18.0,Standard Curing,20.0
465.0,High sulfate-resistant cement (Type HS cement),,108.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,158.0,PCE-based SP,42.3,Standard Normal Curing,23.0
1280.0,Portland cement Type 1 cement,,320.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,,Straight Steel Fibers,64.0,12.7,0.2,320.0,HRWRA,35.37,heat curing,90.0
759.0,Ordinary Portland cement grade of 42.5 Mpa,42.5,227.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,444.0,Natural River sand,,Steel Fibers,156.0,13.0,0.2,178.0,polycarboxylate based superplasticizer with a water-reducing,19.0,Autoclave Curing,200.0
880.0,Standard Portland pozzolan cement,52.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,Calcareous sand,0.5,Straight Steel Fibers,585.0,6.0,0.16,172.0,unknown_type,67.0,Heat curing,90.0
740.0,Ordinary Portland Cement Type I_x0002_,,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Locally available sand,1.0,Straight Steel Fiber,80.0,15.0,0.2,160.0,"Sika ViscoCrete-2044, a polycarboxylic ether based superplasticizer",40.0,steam curing,90.0
1200.0,ordinary Portland cement Type I cement,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.97,Fine dune sand,0.6,Straight Steel Fibers,157.0,13.0,0.22,225.0,polycarboxylic ether (PCE) based superplasticizer,53.25,Standard Curing,22.0
1009.0,"Portland
cement (Type I)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,Natural River sand,0.6,not_applicable,0.0,,,201.8,"HRWR admixture
was carboxylate-based",34.2,Standard Curing,21.0
890.0,Type I/II ordinary portland cement,,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,Moist Curing,
480.0,Portland cement (P·II 52.5R),52.5,96.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,1152.0,Natural River sand,2.36,Steel Fiber,156.0,13.0,0.2,153.6,polycarboxylic superplasticiser,33.6,Standard Curing,20.0
648.0,Type III portland cement,,41.3,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,River Sand + Masonry sand + Lightweight sand,4.75,Straight Steel Fibers,312.0,13.0,0.2,218.86,polycarboxylate-based HRWR,32.82899999999999,Standard Curing,23.0
1234.4,portland cement (TypeI),,308.6,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,2.36,Straight Steel Fibers,468.0,12.7,0.2,308.6,HRWRA was carboxylate-based admixture,59.5,steam curing,90.0
823.0,High sulfate-resistant cement (Type HS cement),,0.0,0.0,0.0,247.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,Quartz sand,0.6,not_applicable,0.0,,,199.0,"polycarboxylate (PCE)-based high-range
water-reducing admixture (HRWRA)",13.0,Standard Curing,20.0
850.0,ordinary Portland cement  42.5 Grade,42.5,137.5,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Quartz sand,1.2,PP,18.2,10.0,0.0031,176.0,Superplasticizer,8.0,Hot Water Curing,90.0
788.5,Type I Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.337,Twisted steel fiber,79.0,30.0,0.3,160.3,polycarboxylate superplasticizer,49.8,STEAM CURING,90.0
788.5,Type 1 Portland cement,,197.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.6,867.4,Silica sand,0.3,Straight Steel Fibers,39.5,13.0,0.2,160.3,polycarboxylate superplasticizer,52.6,steam curing,90.0
657.0,Portland cement (CEM 1) with a strength class 52.5 N,52.5,119.4,0.0,0.0,0.0,0.0,0.0,0.0,429.8,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,Ordinary Building Sand,,steel fibres,157.0,13.0,0.2,180.93,polycarboxylate-based,12.66,Curing  at 90 oC,90.0
561.0,Type I portland cement,,251.0,374.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,Quartz Sand,0.45,not_applicable,0.0,,,194.0,Polycarboxylate-based HRWR,14.7,Standard Curing,21.0
857.1428571428571,"Portland cement, 42.5N",42.5,257.14285714285717,0.0,0.0,0.0,171.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857142857143,0.0,1285.7142857142858,Crushed limestone,,Straight Steel Fiber,78.0,13.0,0.55,222.8571428571429,"polycarboxylic ether based, high
range water reducing",66.85714285714285,Normal Curing,
784.0,P.I 42.5 Portland cement,42.5,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,Natural River sand,2.36,Straight Steel Fibers,234.0,13.0,0.2,171.0,polycarboxylate-based superplasticizer,20.9,Standard Curing,20.0
712.0,Type III Portland cement,,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,Quartz Sand,4.75,Straight Steel Fiber,39.0,13.0,0.2,164.0,polycarboxylate HRWR,2.6404000000000005,Standard Curing,23.0
802.0,High sulfate-resistant cement (Type HS cement),,223.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,481.0,Quartz Sand,,not_applicable,0.0,,,194.0,polycarboxylate (PCE)-based high range water-reducing admixture (HRWRA),13.0,Standard Curing,20.0
622.0,portland cement,,104.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,Natural River sand,,Straight Steel Fibers,130.9,13.0,0.22,176.1,Polycarboxylate superplasticizer powder,17.0,Steam curing,85.0
526.1,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Autoclave Curing,200.0
517.5,"CEM I-52.5 R,",52.5,104.8,517.5,170.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,silica sand,0.6,PE fiber,19.4,12.0,0.026,250.0,superplasticizer (SP),18.2,Standard curing,23.0
787.5,Type I 52.5 R ©,52.5,177.6,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand,0.6,Straight Steel Fibers,148.0,10.0,0.15,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
700.0,Portland cement 52.5R (OPC),52.5,230.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,Silica sand,0.3,PE,14.55,18.0,0.025,230.0,polycarboxylate-based high-range water-reducing admixture (HRWRA) from Sika Co. Ltd,45.0,STANDARD Curing,23.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.692307692307686,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,221.5384615384616,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
583.0,ordinary Portland cement (OPC),,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,Locally available sand,0.045,PVA,58.55,12.0,0.039,187.0,Polycarboxylate based Superplasticizer,9.5,STANDARD Curing,20.0
700.0,P.O 42.5 grade cement,42.5,40.0,0.0,0.0,0.0,60.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Locally available sand,,Steel Fibers,156.0,13.0,0.16,160.0,Polycarboxylate superplasticizer (PCE),15.0,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.692307692307686,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
561.2,ordinary Portland cement (grade 42.5),42.5,210.5,0.0,0.0,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.3,820.8,Quartz Sand,0.15,Steel Fiber,156.0,13.0,0.2,164.2,"ploycarboxylate-based superplasticizer with water
reducing",17.5,Standard Curing,22.0
750.0,"Ordinary Portland
Cement (OPC, P.II 52.5)",52.5,144.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River sand,1.25,not_applicable,0.0,,,190.0,unknown_type,35.0,Standard Curing,20.0
620.0,P.O. 52.5 Portland cement,52.5,114.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,silica sand,,Straight Steel Fibers,118.0,,,140.0,"Superplasticizer
(SP) was polycarboxylate-based",36.0,Standard Curing,20.0
882.0000000000001,Type I 52.5 R ©,52.5,177.6,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0000000000001,Silica Sand,0.6,not_applicable,0.0,,,200.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Standard curing,20.0
695.9,Ordinary Portland Cement (OPC) CEM I 42.5,42.5,214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.6,1177.5,quartz sand,0.8,Steel fibres,120.0,13.0,0.2,184.0,polycsarboxylic-acid-based superplasticizer (SP),20.9,Steam Curing,80.0
705.0,P.I 42.5 cement,42.5,217.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.7,Natural River sand,2.36,Straight Steel Fibers,157.0,13.0,0.2,174.0,polycarboxylate-based superplasticizer (SP),5.4,steam curing,80.0
863.0,ordinary portland cement,42.5,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,Natural River sand,2.36,Hooked End Steel Fiber,156.0,13.0,0.2,194.22,polycarboxylate-based superplasticizer,92.794,Standard Curing,20.0
883.9,"Ordinary Portland Cement
(52.5)",52.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.5,Locally available sand,2.0,not_applicable,0.0,,,164.4,polycarboxylic ether based superplasticizer,45.5,Standard curing,21.0
839.0,Type I/II low-alkali portland cement,,104.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,925.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,147.0,Polycarboxylate-based HRWRA,59.33,Standard Curing,
735.0,Portland cement CEM I 52.5 R,52.5,99.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz sand,0.3,not_applicable,0.0,,,186.0,"superplasticizer (SP) based on polycarboxylic
ether (PCE) polymers",30.65,Standard Curing,20.0
680.0,"Portland cement (PC 42,5)",42.5,260.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,Quartz + Basalt,4.0,not_applicable,0.0,,,170.0,superplasticizer of sulfonated naphthalene formaldehyde based,45.0,steam curing,90.0
1025.0,"ASTM C150 Type
III portland cement",,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,Natural River sand + Masonary Sand,4.75,Straight Steel Fibers,156.0,13.0,0.2,159.0,"polycarboxylate-based
high range water reducer (HRWR)",8.6,STANDARD Curing,20.0
881.2095032397407,OPC 52.5,52.5,155.50755939524836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.388768898488,Locally available sand,0.63,not_applicable,0.0,,,186.60907127429803,polycarboxylate based superpasticizer (SP),36.28509719222462,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
750.1350000000001,portland cement (TypeI),,63.965,348.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.0,Natural River Sand,2.36,not_applicable,0.0,,,232.6,HRWRA was carboxylate-based admixture,39.41,steam curing,90.0
724.5,Type I 52.5 R (C),52.5,177.6,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,Silica Sand,0.6,not_applicable,0.0,,,180.0,polycarboxylate ether-based superplasticizers (SPs),30.0,Heat Curing,90.0
812.0,High sulfate-resistant cement (Type HS cement),,113.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,quartz sand,0.6,not_applicable,0.0,,,176.0,PCE-based SP,37.6,Hot  Curing,90.0
636.0,High sulfate-resistant cement (Type HS cement),,221.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0,quartz sand,0.6,not_applicable,0.0,,,173.0,PCE-based SP,42.5,Hot  Curing,90.0
890.0,Type I/II ordinary portland cement,,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,Locally available sand,0.6,Straight Steel Fibers,119.0,13.0,0.2,334.0,polycarboxylate based HRWRA,50.0,Standard Curing,
972.0,"P.I 52.5 Portland 
cement",52.5,271.5,0.0,0.0,87.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.76,Quartz sand,2.0,not_applicable,0.0,,,223.83,CX-8 superplasticizer (SP) with water-reducing,24.3,Steam curing,90.0
1126.0,Type I 52.5 N Portland cement,52.5,282.0,0.0,0.0,141.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,Silica sand,0.5,Straight Steel Fibers,78.0,13.0,0.2,245.0,Polycarboxylate ether superplasticizer,23.0,Standard Curing,22.0
692.0,Portland cement type 1 (52.5 R),52.5,99.7,0.0,0.0,200.1,0.0,0.0,0.0,82.7,0.0,0.0,0.0,0.0,0.0,0.0,899.6,Silica Sand,0.6,Straight Steel Fiber,194.0,60.0,0.15,190.5,polycarboxylate ether-based superplasticizers,36.0,Steam Curing,90.0
1661.2,42.5 N ordinary Portland cement,42.5,69.1,0.0,0.0,0.0,0.0,0.0,161.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,,not_applicable,0.0,,,319.9,superplasticizer,56.8,Standard Curing,20.0
926.4705882352944,"Portland cement (PC, P⋅II 52.5)",52.5,617.6470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.8823529411766,Natural River sand,0.5,PE,19.4,12.0,0.024,324.264705882353,polycarboxylate superplasticizer from Sika,54.04411764705884,Standard Curing,20.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230769230769228,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,221.5384615384616,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Heat  Curing,90.0
500.0,"Portland cement (PC)  with 28 days of compressive strength of
68.9 Mpa",,0.0,250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,quartz sand,3.0,not_applicable,0.0,,,150.0,superplasticizer with the water reducing,17.0,Standard Curing,20.0
580.0,OPC Type-1,,73.95,406.0,0.0,24.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,Natural River sand,1.2,PVA,26.0,18.0,0.2,152.83,VC-2044,21.69,STANDARD Curing,23.0
1234.4,portland cement (TypeI),,308.6,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,2.36,Straight Steel Fibers,156.0,12.7,0.2,308.6,HRWRA was carboxylate-based admixture,59.5,steam curing,90.0
923.0769230769228,"ordinary type I Portland cement (OPC, P.O 52.5)",52.5,184.61538461538456,92.30769230769228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.461538461538456,0.0,0.0,13.846153846153843,184.61538461538456,1015.3846153846152,Silica sand,2.0,not_applicable,0.0,,,177.2307692307692,"polycarboxylate-based
high-range water-reducing admixture (HRWRA)",16.61538461538461,Standard Curing,20.0
608.0,High sulfate-resistant cement (Type HS cement),,158.0,0.0,0.0,114.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,quartz sand,0.6,Steel Fiber,158.0,13.0,0.2,194.0,PCE-based SP,31.6,Hot  Curing,90.0
